city,latitude,longitude,name,state,count
Phoenix,33.6106185,-112.0354943,Doctor Automotive,AZ,1
Phoenix,33.799108000000004,-112.12612460000001,Bank of America,AZ,1
Las Vegas,36.11345,-115.121927,Culinary Pros,NV,1
Phoenix,33.4960503,-112.14921570000001,All Arizona Auto Recyclers,AZ,2
Phoenix,33.655784600000004,-112.06212190000001,Union Hills Family Dental Care and Orthodontics,AZ,3
Toronto,43.6558598,-79.4556316,Shish Express,ON,4
Toronto,43.669083,-79.336748,Dineen Outpost,ON,1
Toronto,43.650552000000005,-79.450453,Gold Standard,ON,5
Las Vegas,36.055121899999996,-115.2812895,H&R Block,NV,3
Las Vegas,36.115527,-115.172274,Las Vegas Appliance Repair,NV,2
Toronto,43.696076899999994,-79.44727040000001,Maria Shchuka Library,ON,2
Toronto,43.654064399999996,-79.3806966,Calforex Currency Exchange-Toronto,ON,4
Phoenix,33.4479479,-112.05393590000001,NACA,AZ,4
Phoenix,33.583618200000004,-111.9744362,"Appliance Logic, LLC",AZ,4
Toronto,43.6390124,-79.4456551,James Dy's Antiques & Collectibles,ON,1
Toronto,43.667654399999996,-79.4420834,Pet Valu,ON,2
Toronto,43.6478885,-79.401308,Cauldron Ice Cream,ON,5
Las Vegas,36.098570200000005,-115.0474843,U-Haul Neighborhood Dealer,NV,4
Phoenix,33.369087,-112.069814,Order DirecTV Now,AZ,7
Toronto,43.8290906,-79.55983909999999,Toronto Limos,ON,3
Las Vegas,36.116323200000004,-115.20623799999998,Oriental Massage and Spa,NV,4
Las Vegas,36.1741101,-115.06224950000001,Sunrise Grooming,NV,2
Toronto,43.674279,-79.4006163,Davenport Road Animal Hospital,ON,1
Toronto,43.6739900481,-79.4698298828,Philthy Philly's,ON,3
Las Vegas,36.117774700000005,-115.17257590000001,Tattoo'd America Pop Up,NV,4
Las Vegas,36.130806,-115.09208770000001,XtremeMundial Birds,NV,1
Las Vegas,36.1698269671,-115.2048380749,Llantera,NV,2
Las Vegas,36.074424,-115.10019650000001,We Rock the Spectrum - Las Vegas,NV,1
Phoenix,33.485544399999995,-112.01165729999998,USDoodles,AZ,1
Las Vegas,36.0581854,-115.120267,Camp Rhino,NV,1
Toronto,43.68293679999999,-79.326301,Aviator Danforth,ON,3
Toronto,43.6719147,-79.3920657,Miami Fades,ON,4
Las Vegas,36.069891,-115.089597,RightSpace Storage,NV,4
Las Vegas,36.1456234,-115.29910190000001,DeNovo Clinic,NV,1
Las Vegas,36.0101596,-115.13530459999998,Sitara Hookah Lounge,NV,9
Las Vegas,36.119211,-115.06448200000001,Las Vegas Coin Laundry,NV,3
Phoenix,33.679508,-112.11174399999999,Deer Valley Plumbing Contractors,AZ,3
Las Vegas,36.1780972,-115.2414278,Volt,NV,7
Las Vegas,36.118998600000005,-115.1761463,The Forum Shops at Caesars,NV,29
Phoenix,33.525766,-112.1009942,ATI Physical Therapy,AZ,1
Phoenix,33.511292,-112.014,Banfield Pet Hospital,AZ,3
Las Vegas,36.0164843,-115.1189122,Espresso,NV,10
Las Vegas,36.175,-115.136389,Absolutely Elite Appliance,NV,2
Phoenix,33.659093794899995,-112.0530543531,Caitlin Audrey Photography,AZ,1
Las Vegas,36.1597306,-115.1419241,Ghandi Deeter Blackham Law Offices,NV,4
Las Vegas,36.0216185,-115.2779243,Vap O Rise Vape Shop,NV,1
Las Vegas,36.159698999999996,-115.179723,See My Baby Ultrasound,NV,4
Las Vegas,36.2145901,-115.2509281,"Cheryl Ann Brewer, PC",NV,1
Las Vegas,36.1316614,-115.1907831,24/7 Heating & A/C Services LLC,NV,1
Phoenix,33.4475173,-112.07427150000001,Stand Up Live,AZ,221
Toronto,43.6453799,-79.39129709999999,The Second City - Toronto,ON,17
Las Vegas,36.168290999999996,-115.061741,Applebee's Grill + Bar,NV,59
Phoenix,33.627548299999994,-112.05956029999999,Valleywide Process Service,AZ,22
Toronto,43.722984100000005,-79.41530870000001,Maker Pizza,ON,9
Las Vegas,36.1452382,-115.11810120000001,Peru Chicken Restaurant,NV,1
Phoenix,33.5104258,-112.02849180000001,Sprint,AZ,10
Las Vegas,36.0388712,-115.1188309,"Nutrition By Joey, LLC",NV,2
Toronto,43.6558834,-79.4872989,Pretty Little Secrets Lash & Brow Bar,ON,2
Las Vegas,36.160931,-115.14648100000001,Nail Therapy Beauty Boutique,NV,1
Phoenix,33.6509359,-111.9279825,MINI North Scottsdale,AZ,22
Phoenix,33.61040379999999,-112.1344985,Raceway Car Wash,AZ,29
Phoenix,33.5971716,-112.03619679999998,Carolina's Mexican Food,AZ,110
Phoenix,33.509984,-112.08354299999999,Kyoto Bowl,AZ,25
Las Vegas,36.107199,-115.17698700000001,Carbone,NV,125
Las Vegas,36.070098,-115.172214,Steve Madden Retail,NV,2
Phoenix,33.450981899999995,-112.1565743,Queso Good,AZ,23
Las Vegas,36.1308564,-115.1147953,AAA Carpet Cleaning,NV,1
Las Vegas,36.084474900000004,-115.24127560000001,Bachi Burger,NV,73
Las Vegas,36.067581,-115.17423000000001,LV bar,NV,1
Las Vegas,36.159527600000004,-115.31946049999999,Port of Subs,NV,28
Phoenix,33.6364503,-112.0118669,The Tree Guy,AZ,1
Las Vegas,36.2181299,-115.1579206,Loma Vista Apartments,NV,3
Phoenix,33.4542571,-112.0744727,Red Rock Painting,AZ,1
Las Vegas,36.1291893,-115.3145946,Mastrioni's,NV,60
Toronto,43.6476557,-79.4026372,Rock Lobster Food,ON,56
Phoenix,33.304666999999995,-111.99458190000001,Another Bead Please,AZ,1
Las Vegas,36.220735600000005,-115.2146439,Midas,NV,19
Las Vegas,36.169941200000004,-115.13982959999998,Coronado Trails Maids,NV,4
Las Vegas,36.145738200000004,-115.1864175,Wells Fargo Financial,NV,2
Phoenix,33.572623,-112.1002666,Francis & Sons Car Wash,AZ,11
Toronto,43.654850700000004,-79.3873571,Perfect Threading & Beauty Salon,ON,18
Toronto,43.700112100000005,-79.42889079999999,Pizzaiolo,ON,5
Las Vegas,36.103047,-115.202853,Subway Restaurants,NV,3
Phoenix,33.530718,-112.03939,The Original Phoenix Greek Festival,AZ,4
Las Vegas,36.0242597,-115.1732142,B & B Station,NV,2
Toronto,43.6512377,-79.4506805,The Westerly,ON,11
Las Vegas,36.049805,-115.244096,Creative Salon and Spa: Aveda,NV,9
Las Vegas,36.273518,-115.13311200000001,Broadstone Azure,NV,15
Las Vegas,36.2183758,-115.22754180000001,Vitaly Scherbo School of Gymnastics,NV,12
Las Vegas,36.1430224,-115.2820726,iLash Lab,NV,18
Las Vegas,36.117433,-115.187379,Buzios Seafood Restaurant,NV,27
Las Vegas,36.116207700000004,-115.17078059999999,X Burlesque,NV,60
Las Vegas,36.143551,-115.2539203,Creative Cooking School,NV,8
Las Vegas,36.110166233600005,-115.16863297639999,Basin,NV,9
Las Vegas,36.1264205,-115.19407530000001,Quartermaster,NV,5
Las Vegas,36.056157,-115.2813044,Hair by JNicole,NV,6
Las Vegas,36.266339,-115.258826,Moo Woo Korean BBQ,NV,49
Phoenix,33.5039897,-112.08280479999999,C-MOD Curated Modern Design,AZ,1
Las Vegas,36.144261912800005,-115.1553385955,The Foot Lounge & Spa,NV,12
Phoenix,33.4495511,-112.0789355,Noah's Ark Limousine,AZ,3
Las Vegas,36.1032248681,-114.92946435100001,Lake Las Vegas Water Sports,NV,50
Phoenix,33.494174199999996,-112.01363549999999,Jersey Mike's Subs,AZ,7
Las Vegas,36.1376416,-115.1653861,Blue Iguana Mexican Express,NV,94
Phoenix,33.6556844,-111.93002790000001,McGrath's Fish House,AZ,6
Las Vegas,36.12947020000001,-115.1649668,Garth at Wynn Las Vegas,NV,10
Toronto,43.7623708,-79.4902056,McDonald's,ON,8
Las Vegas,36.0419719,-115.15561240000001,Marshall Stearns,NV,12
Phoenix,33.476096964,-112.2227393836,Sears Auto Center,AZ,5
Las Vegas,36.12146129999999,-115.3134371,The Bronstein Hand Center,NV,25
Toronto,43.6637325,-79.4117463,Victory Café,ON,27
Las Vegas,36.2003921,-115.28195090000001,Bobby's Bagel Bistro,NV,1
Toronto,43.6481523,-79.39921509999999,Off the Wall Art & Framing,ON,4
Toronto,43.6637001,-79.3291931,Steeped & Infused,ON,1
Las Vegas,36.1938122,-115.3058135,The Red Truck Handyman,NV,11
Toronto,43.654009,-79.379615,Kamiya Hairdressing,ON,29
Las Vegas,36.1362575,-115.15125259999998,Fortuna,NV,14
Phoenix,33.5751273,-112.12087959999998,Just Relax,AZ,4
Phoenix,33.6114203,-112.11237290000001,Jiffy Lube,AZ,13
Las Vegas,36.1046092,-115.1760289,ARIA Express,NV,1
Las Vegas,36.1144314,-115.27811670000001,Putter's Bar & Grill,NV,4
Las Vegas,36.169823,-115.14283,Raack n Roll,NV,6
Las Vegas,36.1483762,-115.1015041,Ace Service,NV,1
Las Vegas,36.126151,-115.205974,Little Crown & Anchor Pub,NV,35
Las Vegas,36.2780439,-115.28719709999999,I Love Yogurt,NV,1
Las Vegas,36.0566998,-115.1831267,California Closets - Las Vegas,NV,2
Las Vegas,36.023221899999996,-115.22610970000001,Unity One,NV,4
Las Vegas,36.161396,-115.33586499999998,Marshalls,NV,4
Toronto,43.6506136,-79.4775293,Simply Thai Cuisine,ON,15
Phoenix,33.509081800000004,-112.04953090000001,Camelback Mazda,AZ,54
Las Vegas,36.2020349,-115.24176659999999,150 Dry Clean,NV,3
Las Vegas,36.143868288,-115.2222882463,Dunkin',NV,85
Las Vegas,36.138762899999996,-115.06650810000001,China Passion,NV,12
Las Vegas,36.101670299999995,-115.101642,Royalty Brake & Tire,NV,4
Las Vegas,36.119163,-115.17644399999999,Louis Vuitton Las Vegas Caesars Forum,NV,34
Las Vegas,36.1434805211,-115.14182299379999,John Fish Jewelers,NV,6
Las Vegas,36.145254579,-115.102713166,Low Book Sales,NV,25
Toronto,43.648678100000005,-79.39723769999999,Fresh Off The Boat,ON,33
Phoenix,33.6033463578,-112.1000264634,Perry's Pool Pump,AZ,9
Las Vegas,36.1167461,-115.1569094,Rci,NV,4
Phoenix,33.6393595,-112.1540517,Bell Animal and Bird Hospital,AZ,5
Phoenix,33.655655200000005,-112.1326821,Maria's Hair,AZ,1
Las Vegas,36.1161975,-115.09238799999999,Blueberry Hill Family Restaurant,NV,57
Toronto,43.6724522,-79.2892153,Mark 1 Cleaners,ON,5
Phoenix,33.5377757,-112.06456709999999,Sierra Bonita Grill,AZ,59
Las Vegas,36.161278585,-115.28853000000001,Lamps Plus,NV,16
Las Vegas,36.157263,-115.31363,The Pint,NV,33
Las Vegas,36.1155863,-115.10224540000002,Panda Express,NV,10
Las Vegas,36.1260438,-115.19424409999999,A Gamer's Paradise,NV,28
Toronto,43.651281899999994,-79.4768455,Bread & Roses Bakery Cafe,ON,3
Las Vegas,36.0161317,-115.11952579999999,Total Nutrition,NV,6
Las Vegas,36.093288,-115.118245,Your Las Vegas Guide,NV,6
Las Vegas,36.114539,-115.19568400000001,The Coffee Bean & Tea Leaf,NV,16
Phoenix,33.661701528,-112.0162584873,Great Clips,AZ,7
Las Vegas,36.1195889,-115.17246709999999,Treasure Island Pirate Show,NV,8
Toronto,43.695369799999995,-79.4523379,Churrasqueira Portugal BBQ & Grill,ON,3
Las Vegas,36.226064,-115.078051,Minute Loan Center - Las Vegas,NV,5
Las Vegas,36.266148,-115.25800100000001,Total Wine & More,NV,19
Phoenix,33.6021872,-111.9836094,7 Brothers Barbershop,AZ,1
Phoenix,33.4667851,-112.0125656,Tropical Fruit N'Ice Raspados,AZ,5
Toronto,43.657024,-79.38389129999999,Gentle Beau Dry Cleaners,ON,3
Las Vegas,36.1458114013,-115.1919009124,Dr Clean Cleaners,NV,2
Phoenix,33.63384310000001,-111.9966365,Hillcrest Academy,AZ,3
Toronto,43.668502399999994,-79.33774659999999,Mobilityunlimited,ON,3
Toronto,43.658452399999994,-79.48773349999999,Cranberry Flirt,ON,3
Las Vegas,36.213885499999996,-115.24372720000001,Avenue,NV,4
Toronto,43.692873,-79.31604250000001,Luxy Nails,ON,4
Las Vegas,36.160931,-115.14648100000001,New Rock,NV,1
Phoenix,33.379637667,-112.1688008308,Jersey Mike's,AZ,1
Toronto,43.66554910000001,-79.4074684,Tilt,ON,3
Toronto,43.7746246,-79.2802441,Party City,ON,3
Las Vegas,36.0342435,-115.1714093,Geebee's Bar & Grill,NV,3
Phoenix,33.3029268,-111.98261709999998,Kohl's Ahwatukee,AZ,12
Las Vegas,36.1153007037,-115.2627014369,Buffalo's Pizza,NV,6
Las Vegas,36.125600294,-115.2018686098,Puppy Heaven,NV,26
Toronto,43.716415399999995,-79.400002,Sporting Life,ON,34
Las Vegas,36.0857039,-115.0174054,Blacklight Slide,NV,8
Phoenix,33.5110801,-112.0653436,Urban Baby Exchange,AZ,2
Las Vegas,36.164348600000004,-115.1469939,Leo P Flangas,NV,1
Toronto,43.65528870000001,-79.3998718,Samadhi Tea House,ON,1
Toronto,43.7115185,-79.3995576,Essence du Papier,ON,1
Toronto,43.672866600000006,-79.39590679999999,VIKA SPA,ON,25
Toronto,43.6712097188,-79.3945072305,Kebaberie Yorkville,ON,1
Toronto,43.7783704,-79.41507490000001,Charcoal and Salt,ON,3
Toronto,43.6702696,-79.38723890000001,Esther Queen of Soups,ON,5
Toronto,43.6745318,-79.3883062,Gentle Beau Dry Cleaners,ON,4
Phoenix,33.5040012,-112.04785179999999,"Michael K Hood, DDS",AZ,1
Las Vegas,36.1001295,-115.13841310000001,Dotty's #1,NV,5
Phoenix,33.5392842,-112.11735929999999,All About Time Clock Repair,AZ,1
Phoenix,33.642134999999996,-112.0125994,All Creatures Pet Sitting,AZ,2
Las Vegas,36.106262,-115.18470400000001,Box Brothers,NV,1
Las Vegas,36.1029536,-115.19495970000001,Autobahn Auto,NV,1
Las Vegas,36.127489000000004,-115.17254399999999,Razzle Dazzle,NV,1
Toronto,43.6726386,-79.395838,DLK on Avenue,ON,3
Phoenix,33.641042299999995,-112.06433249999999,"Kevin Ortale, DDS",AZ,2
Toronto,43.6810473,-79.3100172,Budapest Restaurant,ON,6
Las Vegas,36.1363897,-115.1818277,Champion Recycling,NV,1
Phoenix,33.465388,-112.17306200000002,Americas Best Value Inn,AZ,12
Las Vegas,36.072352200000005,-115.30157700000001,Self Defense Gracie Jiu Jitsu,NV,1
Las Vegas,36.052704,-115.168625,Subway Restaurants,NV,3
Phoenix,33.5012945,-112.0295836,Serene Dental,AZ,1
Phoenix,33.43602,-111.997863,Pita Jungle - Sky Harbor,AZ,21
Toronto,43.747646200000005,-79.292745,Eyebrowgenie,ON,1
Toronto,43.6651725,-79.4103714,Popeyes Louisiana Kitchen,ON,15
Toronto,43.644935499999995,-79.386151,Mr Souvlaki,ON,1
Las Vegas,36.1445054,-115.2991358,Pyaar India Restaurant,NV,5
Toronto,43.6642934,-79.41125219999999,A Leg Up Pet Services,ON,6
Toronto,43.6548629,-79.416001,Imm Thai Kitchen,ON,3
Phoenix,33.4652256,-111.97591010000001,Terros Health,AZ,13
Toronto,43.650054700000005,-79.3902078,Dance Mac,ON,2
Las Vegas,36.0495718,-115.27882720000001,Storage West,NV,1
Las Vegas,36.163892,-115.15735,Bose Factory Store,NV,2
Toronto,43.714312400000004,-79.4002801,Belle De Provence,ON,1
Toronto,43.659219,-79.38171899999999,The Fone Store,ON,1
Phoenix,33.5209647,-112.09740819999999,Target Pharmacy,AZ,2
Phoenix,33.6272938,-112.08936820000001,Race Day Mobile Detailing and Coatings,AZ,2
Phoenix,33.5106684,-112.029752,D & L Commercial Roofing Southwest,AZ,1
Toronto,43.6490226,-79.39155079999999,Blue Butterfly Montessori,ON,1
Las Vegas,36.169709600000004,-115.1236952,Russ Landscape & Design,NV,2
Toronto,43.780006925200006,-79.1854016685,The Miller Lash House,ON,2
Las Vegas,36.1877728591,-115.208651241,Flores Window Tinting,NV,3
Phoenix,33.5496222,-112.1412051,A Better Party,AZ,3
Phoenix,33.689622299999996,-112.0963767,Binding Pros,AZ,1
Las Vegas,36.110499734899996,-115.1687398198,Showgirl Bar,NV,1
Phoenix,33.655828515100005,-112.01540700000001,Biryani & Bites,AZ,10
Phoenix,33.4832798,-111.98587739999999,OrthoArizona,AZ,5
Las Vegas,36.026542063200004,-115.119278355,Paymon's Mediterranean Cafe & Lounge,NV,29
Phoenix,33.5321111,-112.256285,Monster Mobile Mechanic,AZ,2
Las Vegas,36.1333689916,-115.1783650741,JAM Scooter Rental Of Las Vegas,NV,1
Phoenix,33.680444,-112.07628000000001,Old World Brewery,AZ,2
Toronto,43.6464199722,-79.4067861512,Pure Barre - Toronto Queen St. West,ON,1
Las Vegas,36.1740797,-115.136342,Siegel Suites Bonanza,NV,3
Toronto,43.669055799999995,-79.374951,Medallion Corporation,ON,5
Toronto,43.652535,-79.3757475,CanWise Financial,ON,2
Toronto,43.7079473,-79.39323320000001,Dampa Videoke Bar & Grill,ON,6
Las Vegas,36.1580216855,-115.1650032584,"Atkinson D James, MD Facs",NV,2
Las Vegas,36.1293168523,-115.08700573530001,Gary's Automotive,NV,2
Toronto,43.6548492,-79.3896749,A1 Photo Studio,ON,2
Las Vegas,36.2259462,-115.26009690000001,Holland Jonathan D DDS,NV,2
Phoenix,33.509646999999994,-112.074775,The Clutter House,AZ,1
Las Vegas,36.1963852,-115.2326581,Conoco,NV,3
Las Vegas,36.091261700000004,-115.17424709999999,55 Degrees,NV,1
Phoenix,33.711456,-112.092945,Bistas Deli & Market,AZ,1
Las Vegas,36.1701875,-115.1926977,G By Guess,NV,2
Phoenix,33.5090310837,-111.9949189302,North Italia,AZ,98
Toronto,43.6751005,-79.3958455,Skin By Design,ON,1
Las Vegas,36.1299924,-115.20740430000001,Pho Lan,NV,14
Toronto,43.6651873,-79.38058740000001,Fushimi,ON,61
Las Vegas,36.202477,-115.06729399999999,US Post Office,NV,27
Phoenix,33.5111584,-112.0654055,Blue Orthodontics,AZ,1
Toronto,43.7716535,-79.33494,Online Trading Academy Toronto,ON,4
Toronto,43.6484924,-79.3738547,The Works Gourmet Burger Bistro,ON,44
Las Vegas,36.085752500000005,-115.1037743,Golden Flower Chinese Cuisine,NV,31
Las Vegas,36.152496,-115.106105,Brothers Body Shop,NV,1
Las Vegas,36.1008343305,-115.31465543639999,Papa Murphy's,NV,14
Las Vegas,36.104938700000005,-115.193316,Executive Las Vegas,NV,78
Toronto,43.6584838,-79.48816629999999,Coco's Closet,ON,2
Las Vegas,36.2126365,-115.2296953,Wet Tec,NV,1
Toronto,43.6700945,-79.3926771,Dimmi Bar & Trattoria,ON,31
Phoenix,33.5396436,-112.0993598,Thai Lotus Restaurant,AZ,63
Las Vegas,36.1227320996,-115.16886474030001,The Art of Shaving,NV,9
Toronto,43.663503999999996,-79.3280041,The Ceili Cottage,ON,32
Toronto,43.6555203,-79.41410690000001,Acadia Restaurant,ON,6
Las Vegas,36.1643413,-115.2897778,LivBay Lash - Summerlin,NV,33
Toronto,43.638122100000004,-79.4181561,Mint Laser Clinic,ON,25
Toronto,43.786048344099996,-79.3521293755,East Dragon Korean Cuisine,ON,2
Toronto,43.6556235,-79.3994838,Printorium,ON,1
Las Vegas,36.178191399999996,-115.2054969,Friendly Ford,NV,164
Phoenix,33.4551786,-111.98829939999999,360 Property Management,AZ,3
Las Vegas,36.1141275,-115.1965118,APEX Social Club,NV,27
Toronto,43.6643235747,-79.3681534253,Kanpai Snack Bar,ON,63
Las Vegas,36.0997956,-115.1206128,Hair Today,NV,1
Las Vegas,36.1727435,-115.14558490000002,Pasta Pirate,NV,7
Toronto,43.619182200000004,-79.538566,Automoves,ON,2
Phoenix,33.4962205,-111.96417279999999,Paw Play,AZ,1
Toronto,43.6678619,-79.48933709999999,UPS Store,ON,1
Phoenix,33.481509100000004,-112.2012375,Food City,AZ,2
Las Vegas,36.1952366232,-115.2477458453,Chipotle Mexican Grill,NV,76
Las Vegas,36.0207646,-115.12179579999999,Burger King,NV,52
Phoenix,33.4650635,-111.9789608,Mayflower Cab Company,AZ,19
Toronto,43.6464648,-79.39499090000001,Toronto Scuba Centre,ON,2
Las Vegas,36.194953399999996,-115.2562997,Benita's House Cleaning,NV,1
Phoenix,33.523984000000006,-112.04698,TEXAZ Grill,AZ,100
Las Vegas,36.148107,-115.2436025,Carquest Auto Parts,NV,1
Las Vegas,36.2244122,-115.0991511,Pizzalicious,NV,6
Las Vegas,36.1268046,-115.1929146,Tofu Hut,NV,153
Las Vegas,36.216774,-115.24945500000001,Decatur Family Practice,NV,10
Phoenix,33.6384704047,-112.03742288049999,Earnhardt Kia,AZ,75
Toronto,43.7753767,-79.3339721,Momiji,ON,8
Las Vegas,36.124362,-115.17175900000001,Pho Vietnamese Cuisine,NV,136
Phoenix,33.448586,-112.07191999999999,Monarch Theatre,AZ,43
Toronto,43.65307979999999,-79.37552790000001,McDonald's,ON,12
Las Vegas,36.11387,-115.2252726,Flamingo Cleaners,NV,11
Phoenix,33.3782676,-112.115677,K Luxury Nails & Spa,AZ,22
Las Vegas,36.0175333439,-115.11749588059999,Einstein Bros Bagels,NV,119
Las Vegas,36.1472468,-115.15603109999999,Pin Up,NV,29
Toronto,43.670056,-79.3928197,Hemingway's Restaurant,ON,74
Phoenix,33.459053999999995,-112.06895300000001,Scratch,AZ,16
Toronto,43.6538865,-79.3716332,Enat Buna  Ethiopian Fusion  Cafe,ON,24
Phoenix,33.510531574,-112.02882153110001,Resveralife,AZ,1
Las Vegas,36.1968107,-115.22241149999999,Vegas Bakery,NV,31
Las Vegas,36.020846,-115.27726200000001,Cupz,NV,5
Las Vegas,36.050994700000004,-115.24322690000001,Bella Linda,NV,1
Phoenix,33.6433113098,-112.03085361059999,Paradise Valley A & G Materials,AZ,1
Las Vegas,36.0881,-115.244,Superior Tire - Goodyear Auto Service Center,NV,34
Toronto,43.703256,-79.41391259999999,Blooming Orchid,ON,1
Phoenix,33.4854229481,-112.0691904246,Ocotillo,AZ,167
Toronto,43.7095082589,-79.360417701,Winners,ON,1
Las Vegas,36.0430515833,-115.24189805120001,H&R Block,NV,5
Phoenix,33.510206800000006,-112.02720409999999,Amenzone Fitness,AZ,1
Las Vegas,36.1577447043,-115.2905441057,Vegas Lashes,NV,4
Las Vegas,36.300201,-115.282246,Tide Cleaners,NV,11
Toronto,43.654064399999996,-79.3806966,Forever 21,ON,8
Las Vegas,36.122084043499996,-115.1680318639,Bellini,NV,3
Toronto,43.69027379999999,-79.60035,Sunwing Airlines,ON,19
Phoenix,33.4382789,-112.01782859999999,Health Net Arizona,AZ,69
Phoenix,33.676231200000004,-111.97837859999998,Sonora Quest Laboratories,AZ,5
Las Vegas,36.1092406,-115.1784884,Cafe Vetro,NV,2
Las Vegas,36.0427837401,-115.1714976132,7-Eleven,NV,4
Las Vegas,36.1714276,-115.2450798,Ray's Pizzeria and Restaurant,NV,9
Phoenix,33.48829,-112.08346100000001,Phoenix Dog Cat Bird Hospital,AZ,4
Las Vegas,36.114264,-115.115197,Bripolis Cafe,NV,37
Phoenix,33.5381782,-112.1334426,Neveria Chayos,AZ,5
Toronto,43.64870560000001,-79.4498592,Pizzeria Defina,ON,8
Phoenix,33.6109782,-111.99416799999999,Fry's Food & Drug Stores,AZ,16
Phoenix,33.586956799999996,-111.97865900000001,"Martin Keller, PhD",AZ,1
Phoenix,33.378978100000005,-112.13538179999999,Sweet Bites Raspados and More,AZ,10
Las Vegas,36.1042235082,-115.18320006229999,Las Vegas ATVs,NV,6
Toronto,43.649445,-79.427766,E L Ruddy Co Cafe,ON,5
Las Vegas,36.0684532,-115.1491736,Ricoh USA,NV,3
Las Vegas,36.1616703,-115.24537609999999,Keg World,NV,2
Phoenix,33.602934000000005,-112.11847709999999,Days Inn Phoenix Metro Center,AZ,8
Phoenix,33.347971,-111.9821513,R.E.S.C.U.E.,AZ,9
Toronto,43.670975399999996,-79.39156190000001,Salon Daniel Spa,ON,7
Phoenix,33.581373299999996,-112.1285065,"West Valley Ear Nose & Throat, PC",AZ,9
Las Vegas,36.122665000000005,-115.170286,FedEx Office Print & Ship Center,NV,2
Las Vegas,36.1208729188,-115.15295960809999,Siegal Suites,NV,3
Las Vegas,36.163011100000006,-115.1583136,Armani Exchange,NV,4
Las Vegas,36.1017365167,-115.10043461229999,Sushi Hagi,NV,4
Toronto,43.6489357,-79.3954109,Crocs Store,ON,2
Toronto,43.6629326,-79.4033968,Almond Butterfly Cafe & Bakeshop,ON,9
Phoenix,33.6092007,-112.1499511,Indoor Swap Meet,AZ,5
Las Vegas,36.144081400000005,-115.1943476,Wienerschnitzel,NV,3
Las Vegas,36.1288909,-115.1087778,Casye Furniture,NV,6
Las Vegas,36.165133399999995,-115.16725590000001,"Sheldon Paul, MD FACOG - WHASN",NV,3
Phoenix,33.6421222,-112.0125888,Dean Family Service,AZ,9
Toronto,43.6510114,-79.3684537,Ardo Restaurant,ON,18
Toronto,43.616765,-79.488022,FBI PIZZA,ON,40
Las Vegas,36.115049299999995,-115.2299197,Southwest Medical Associates at Flamingo,NV,11
Phoenix,33.6405340173,-112.0978228748,Jack in the Box,AZ,13
Phoenix,33.49542,-112.10779099999999,Arco,AZ,6
Las Vegas,36.144840180799996,-115.18111176379999,Moneytree,NV,3
Toronto,43.666774100000005,-79.4120657,One Love Vegetarian,ON,9
Las Vegas,36.075571999999994,-115.290218,O'Aces Bar and Grill,NV,4
Phoenix,33.5351886866,-112.09812148569999,Woodbridge Apts,AZ,8
Toronto,43.6904323,-79.2926126,Carousel Hairstyling,ON,2
Phoenix,33.5106026029,-112.0726029442,PROSE,AZ,31
Phoenix,33.476879,-112.07341629999999,2601 on Central,AZ,24
Las Vegas,36.174784,-115.151932,Clean Works Mobile Blasting Services,NV,3
Las Vegas,36.1696982659,-115.1412214631,Pineapple Park LV,NV,2
Phoenix,33.626702,-111.995705,Gelato Spot,AZ,3
Toronto,43.658745,-79.38179670000001,Doner Kebab House,ON,15
Phoenix,33.6400514,-112.02309170000001,Bell Road RV,AZ,6
Las Vegas,36.1081567,-115.30950179999999,JCPenney,NV,31
Phoenix,33.6417967,-112.0086066,Harkins Theatres North Valley 16,AZ,8
Las Vegas,36.0547978358,-115.1692485809,Famous Footwear Outlet,NV,4
Toronto,43.826201700000006,-79.3063201,Playscape,ON,1
Phoenix,33.464289199999996,-111.98662490000001,Embassy Suites Hotel,AZ,3
Phoenix,33.507455,-112.040131,Oreck Authorized Sales & Service,AZ,3
Toronto,43.664874600000005,-79.3684892,Starbucks,ON,2
Las Vegas,36.1056561,-115.1735898,HIT Lounge and Bar,NV,1
Las Vegas,36.160206560300004,-115.07934378770001,Fiesta Hair and Tanning Salons,NV,3
Las Vegas,36.07213,-115.17638500000001,Earth Limos & Buses,NV,29
Toronto,43.648636200000006,-79.3817439,DAVIDsTEA,ON,2
Las Vegas,36.1142773,-115.1709763,Big Kitchen Buffet,NV,3
Phoenix,33.405746083000004,-111.97881259399999,Whataburger,AZ,48
Las Vegas,36.1435547,-115.1771081,7-Eleven,NV,6
Las Vegas,36.1445571267,-115.2956618174,Carl's Jr of Las Vegas,NV,37
Phoenix,33.446805499999996,-112.0971288,Vals Getaway DES Cafeteria,AZ,7
Las Vegas,36.1636912,-115.2445676,Inka Si Senor,NV,2
Las Vegas,36.1426899,-115.26236589999999,Red Rock Vapor,NV,9
Phoenix,33.465353,-111.988824,Risas Dental and Braces - Arcadia,AZ,16
Las Vegas,36.2757936,-115.27917450000001,Grand Montecito Animal Hospital,NV,73
Las Vegas,36.088868,-115.187306,Pool Chlor,NV,4
Phoenix,33.475578999999996,-112.04805619999999,Realeza Michoacana,AZ,4
Las Vegas,36.0540201,-115.2617325,South Buffalo Springs Animal Hospital,NV,54
Toronto,43.6720222,-79.3193773,Banks Animal Hospital,ON,5
